Date,Departure,Arrival,Origin,I/D
26.3,19:10,22:05,Chicago,0
26.3,19:10,22:05,Chicago,0
26.3,19:10,22:05,Chicago,0
26.3,20:35,22:10,Las Vegas,0
26.3,14:15,22:20,Honolulu,0
26.3,14:15,22:20,Honolulu,0
26.3,14:15,22:20,Honolulu,0
26.3,18:55,22:25,Fort Lauderdale,0
26.3,18:55,22:25,Fort Lauderdale,0
26.3,20:55,22:30,San Diego,0
26.3,20:20,22:33,Austin,0
26.3,19:21,22:33,Orlando,0
26.3,19:21,22:33,Orlando,0
26.3,18:45,22:35,New York,0
26.3,18:45,22:35,New York,0
26.3,20:06,22:45,Lakeland,0
26.3,19:50,22:56,Orlando,0
26.3,19:50,22:56,Orlando,0
26.3,19:50,22:56,Orlando,0
26.3,19:20,22:59,Newark,0
26.3,21:10,23:00,Denver,0
26.3,19:30,23:04,Miami,0
26.3,19:30,23:04,Miami,0
26.3,20:55,23:05,Phoenix,0
26.3,18:00,23:10,San Salvador,1
26.3,18:00,23:10,San Salvador,1
26.3,18:00,23:10,San Salvador,1
26.3,21:45,23:16,Los Angeles,0
26.3,21:45,23:16,Los Angeles,0
26.3,21:45,23:16,Los Angeles,0
26.3,21:15,23:27,Seattle,0
26.3,19:25,23:29,New York,0
26.3,19:25,23:29,New York,0
26.3,19:25,23:29,New York,0
26.3,19:25,23:29,New York,0
26.3,19:25,23:29,New York,0
26.3,21:10,23:32,Detroit,0
26.3,21:00,23:32,Atlanta,0
26.3,21:00,23:32,Atlanta,0
26.3,21:00,23:32,Atlanta,0
26.3,21:00,23:32,Atlanta,0
26.3,22:30,23:34,Salt Lake City,0
26.3,22:30,23:34,Salt Lake City,0
26.3,22:30,23:34,Salt Lake City,0
26.3,21:33,23:44,Phoenix,0
26.3,20:55,23:45,Chicago,0
26.3,20:30,00:02,Fort Lauderdale,0
26.3,20:30,00:02,Fort Lauderdale,0
26.3,22:10,00:07,Denver,0
27.3,20:30,00:02,Fort Lauderdale,0
27.3,20:30,00:02,Fort Lauderdale,0
27.3,22:10,00:07,Denver,0
27.3,23:00,00:30,Los Angeles,0
27.3,21:10,00:44,Miami,0
27.3,21:10,00:44,Miami,0
27.3,00:20,01:55,Los Angeles,0
27.3,00:34,02:48,Wilmington,0
27.3,03:06,05:14,Memphis,0
27.3,03:30,06:00,Delhi,1
27.3,05:25,06:25,Los Angeles,0
27.3,23:00,00:30,Los Angeles,0
27.3,00:20,01:55,Los Angeles,0
27.3,03:30,06:00,Delhi,1
27.3,22:15,06:17,Kailua-Kona,0
27.3,22:15,06:17,Kailua-Kona,0
27.3,22:15,06:17,Kailua-Kona,0
27.3,05:25,06:25,Los Angeles,0
27.3,22:40,06:27,Kahului,0
27.3,22:40,06:27,Kahului,0
27.3,22:40,06:27,Kahului,0
27.3,22:35,06:31,Honolulu,0
27.3,22:35,06:31,Honolulu,0
27.3,22:35,06:31,Honolulu,0
27.3,22:35,06:31,Honolulu,0
27.3,22:40,06:48,Kauai Island,0
27.3,22:40,06:48,Kauai Island,0
27.3,05:30,07:00,Los Angeles,0
27.3,22:59,07:07,Honolulu,0
27.3,22:59,07:07,Honolulu,0
27.3,22:59,07:07,Honolulu,0
27.3,22:59,07:07,Honolulu,0
27.3,06:02,07:15,Salt Lake City,0
27.3,06:02,07:15,Salt Lake City,0
27.3,06:25,07:19,Boise,0
27.3,06:25,07:19,Boise,0
27.3,06:00,07:20,Los Angeles,0
27.3,06:00,07:20,Los Angeles,0
27.3,06:30,07:35,Arcata,0
27.3,06:05,07:40,Las Vegas,0
27.3,06:10,07:40,Ontario,1
27.3,06:10,07:40,Ontario,1
27.3,06:05,07:40,Las Vegas,0
27.3,06:05,07:40,Las Vegas,0
27.3,06:05,07:40,Las Vegas,0
27.3,06:10,07:43,Palm Springs,0
27.3,06:10,07:43,Palm Springs,0
27.3,06:00,07:46,Las Vegas,0
27.3,06:38,07:48,Santa Barbara,0
27.3,06:38,07:48,Santa Barbara,0
27.3,06:30,07:49,Reno,0
27.3,06:30,07:49,Reno,0
27.3,06:30,07:52,Medford,0
27.3,06:30,07:55,San Diego,0
27.3,06:30,07:55,San Diego,0
27.3,05:30,07:55,Tucson,0
27.3,05:30,07:55,Tucson,0
27.3,06:45,07:56,Bakersfield,0
27.3,06:55,07:57,Sacramento,0
27.3,06:55,07:57,Sacramento,0
27.3,06:53,08:00,San Luis Obispo,0
27.3,06:35,08:18,Portland,0
27.3,06:50,08:20,Palm Springs,0
27.3,06:50,08:20,Palm Springs,0
27.3,06:50,08:20,Palm Springs,0
27.3,13:00,08:20,Sydney,1
27.3,13:00,08:20,Sydney,1
27.3,13:00,08:20,Sydney,1
27.3,13:00,08:20,Sydney,1
27.3,06:50,08:20,Palm Springs,0
27.3,12:10,08:25,Taipei,1
27.3,07:15,08:29,Los Angeles,0
27.3,07:00,08:35,Los Angeles,0
27.3,07:00,08:35,Los Angeles,0
27.3,07:00,08:35,Los Angeles,0
27.3,05:00,08:55,Mexico City,1
27.3,05:00,08:55,Mexico City,1
27.3,05:00,08:55,Mexico City,1
27.3,07:00,09:00,Austin,0
27.3,07:00,09:00,Austin,0
27.3,07:00,09:00,Austin,0
27.3,07:00,09:00,Austin,0
27.3,06:45,09:05,Seattle,0
27.3,16:05,09:10,Tokyo,0
27.3,16:05,09:10,Tokyo,0
27.3,07:45,09:10,Santa Ana,0
27.3,07:40,09:14,San Diego,0
27.3,07:40,09:14,San Diego,0
27.3,08:00,09:15,Salt Lake City,0
27.3,07:45,09:15,Santa Ana,0
27.3,07:45,09:15,Santa Ana,0
27.3,08:00,09:15,Salt Lake City,0
27.3,08:00,09:15,Salt Lake City,0
27.3,07:45,09:15,Santa Ana,0
27.3,08:30,09:20,Boise,0
27.3,07:39,09:22,Redmond,0
27.3,08:15,09:29,Salt Lake City,0
27.3,08:15,09:29,Salt Lake City,0
27.3,08:00,09:30,Los Angeles,0
27.3,08:30,09:32,Fresno,0
27.3,08:30,09:32,Fresno,0
27.3,08:30,09:32,Fresno,0
27.3,07:00,09:34,Houston,0
27.3,07:00,09:34,Houston,0
27.3,07:50,09:35,Denver,0
27.3,08:00,09:35,Las Vegas,0
27.3,07:50,09:35,Denver,0
27.3,08:00,09:35,Las Vegas,0
27.3,08:00,09:35,Las Vegas,0
27.3,08:00,09:35,Las Vegas,0
27.3,07:50,09:35,Denver,0
27.3,08:30,09:36,Redding,0
27.3,07:30,09:37,Seattle,0
27.3,07:30,09:37,Seattle,0
27.3,07:30,09:37,Seattle,0
27.3,08:05,09:40,Las Vegas,0
27.3,07:00,09:42,Chicago,0
27.3,08:05,09:42,Eugene,0
27.3,08:05,09:42,Eugene,0
27.3,07:00,09:42,Chicago,0
27.3,07:00,09:42,Chicago,0
27.3,06:45,09:42,Dulles,0
27.3,06:45,09:42,Dulles,0
27.3,08:10,09:43,Aspen,0
27.3,08:00,09:44,Fort Worth,0
27.3,07:20,09:45,Tucson,0
27.3,07:20,09:45,Tucson,0
27.3,07:20,09:45,Tucson,0
27.3,07:20,09:45,Tucson,0
27.3,07:20,09:45,Tucson,0
27.3,08:45,09:45,Los Angeles,0
27.3,07:20,09:45,Tucson,0
27.3,07:30,09:47,Spokane,0
27.3,07:30,09:47,Spokane,0
27.3,08:00,09:48,Portland,0
27.3,08:20,09:48,Los Angeles,0
27.3,08:20,09:48,Los Angeles,0
27.3,08:00,09:48,Portland,0
27.3,08:20,09:48,Los Angeles,0
27.3,08:00,09:48,Portland,0
27.3,08:00,09:48,Portland,0
27.3,07:38,09:49,Phoenix,0
27.3,07:35,09:49,Dallas,0
27.3,07:38,09:49,Phoenix,0
27.3,07:38,09:49,Phoenix,0
27.3,07:35,09:49,Dallas,0
27.3,07:35,09:49,Dallas,0
27.3,07:50,09:50,Austin,0
27.3,07:50,09:50,Austin,0
27.3,07:42,10:00,Seattle,0
27.3,07:42,10:00,Seattle,0
27.3,05:00,10:00,West Palm Beach,0
27.3,16:51,10:14,Tokyo,0
27.3,09:00,10:20,Los Angeles,0
27.3,08:15,10:25,Phoenix,0
27.3,08:00,10:31,Atlanta,0
27.3,08:45,10:33,Portland,0
27.3,08:45,10:33,Portland,0
27.3,08:45,10:33,Portland,0
27.3,08:45,10:33,Portland,0
27.3,08:11,10:38,Phoenix,0
27.3,08:11,10:38,Phoenix,0
27.3,08:11,10:38,Phoenix,0
27.3,09:20,10:50,Los Angeles,0
27.3,08:40,10:51,Seattle,0
27.3,08:40,10:51,Seattle,0
27.3,08:44,10:52,Phoenix,0
27.3,08:50,10:54,Dallas,0
27.3,08:50,10:54,Dallas,0
27.3,08:50,10:54,Dallas,0
27.3,08:30,10:56,Detroit,0
27.3,09:25,11:00,San Diego,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,07:30,11:08,New York,0
27.3,17:00,11:10,Seoul,1
27.3,17:00,11:10,Seoul,1
27.3,08:30,11:21,Chicago,0
27.3,08:30,11:21,Chicago,0
27.3,08:24,11:30,Amarillo,0
27.3,18:10,11:35,Tokyo,0
27.3,18:10,11:35,Tokyo,0
27.3,08:00,11:42,New York,0
27.3,08:00,11:42,New York,0
27.3,08:00,11:42,New York,0
27.3,08:00,11:42,New York,0
27.3,09:55,11:43,Portland,0
27.3,09:55,11:43,Portland,0
27.3,09:55,11:43,Portland,0
27.3,09:55,11:43,Portland,0
27.3,10:05,11:48,Denver,0
27.3,10:05,11:48,Denver,0
27.3,10:05,11:48,Denver,0
27.3,09:00,11:49,Chicago,0
27.3,10:00,11:49,Roswell,0
27.3,09:00,11:49,Chicago,0
27.3,09:00,11:49,Chicago,0
27.3,08:35,11:50,Tampa,0
27.3,10:18,11:53,Las Vegas,0
27.3,08:00,11:53,Boston,0
27.3,08:00,11:53,Boston,0
27.3,10:18,11:53,Las Vegas,0
27.3,10:18,11:53,Las Vegas,0
27.3,10:18,11:53,Las Vegas,0
27.3,08:00,11:53,Boston,0
27.3,08:00,11:53,Boston,0
27.3,08:00,11:53,Boston,0
27.3,11:00,11:54,Boise,0
27.3,11:00,11:54,Boise,0
27.3,10:20,11:54,San Diego,0
27.3,10:20,11:54,San Diego,0
27.3,10:20,11:54,San Diego,0
27.3,09:40,11:56,Houston,0
27.3,09:40,11:56,Houston,0
27.3,07:59,11:56,New York,0
27.3,07:59,11:56,New York,0
27.3,07:59,11:56,New York,0
27.3,09:00,11:59,Orlando,0
27.3,09:00,11:59,Orlando,0
27.3,09:00,11:59,Orlando,0
27.3,09:45,12:01,Seattle,0
27.3,09:45,12:01,Seattle,0
27.3,10:45,12:05,Reno,0
27.3,10:45,12:05,Reno,0
27.3,10:45,12:05,Reno,0
27.3,10:45,12:06,Los Angeles,0
27.3,10:45,12:06,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:11,12:10,Denver,0
27.3,10:38,12:10,Ontario,1
27.3,10:38,12:10,Ontario,1
27.3,10:37,12:14,Palm Springs,0
27.3,10:37,12:14,Palm Springs,0
27.3,10:37,12:14,Palm Springs,0
27.3,11:08,12:18,Salt Lake City,0
27.3,11:08,12:18,Salt Lake City,0
27.3,09:05,12:20,Newark,0
27.3,09:05,12:20,Newark,0
27.3,10:15,12:31,Minneapolis,0
27.3,08:45,10:33,Portland,0
27.3,08:45,10:33,Portland,0
27.3,10:00,11:49,Roswell,0
27.3,11:00,11:54,Boise,0
27.3,11:00,11:54,Boise,0
27.3,09:45,12:01,Seattle,0
27.3,09:45,12:01,Seattle,0
27.3,15:25,12:01,Wuhan,1
27.3,10:45,12:05,Reno,0
27.3,10:45,12:05,Reno,0
27.3,10:45,12:05,Reno,0
27.3,10:45,12:06,Los Angeles,0
27.3,10:45,12:06,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:30,12:08,Los Angeles,0
27.3,10:38,12:10,Ontario,1
27.3,10:11,12:10,Denver,0
27.3,10:38,12:10,Ontario,1
27.3,10:37,12:14,Palm Springs,0
27.3,10:37,12:14,Palm Springs,0
27.3,10:37,12:14,Palm Springs,0
27.3,10:00,12:16,Charleston,0
27.3,11:08,12:18,Salt Lake City,0
27.3,11:08,12:18,Salt Lake City,0
27.3,10:08,12:20,Phoenix,0
27.3,09:05,12:20,Newark,0
27.3,10:08,12:20,Phoenix,0
27.3,10:08,12:20,Phoenix,0
27.3,10:08,12:20,Phoenix,0
27.3,09:05,12:20,Newark,0
27.3,11:00,12:30,Burbank,0
27.3,10:15,12:31,Minneapolis,0
27.3,10:07,12:37,Atlanta,0
27.3,10:07,12:37,Atlanta,0
27.3,11:10,12:40,Las Vegas,0
27.3,11:15,12:40,San Diego,0
27.3,11:10,12:40,Las Vegas,0
27.3,11:10,12:40,Las Vegas,0
27.3,11:15,12:40,San Diego,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,11:35,12:45,Salt Lake City,0
27.3,09:25,12:54,Miami,0
27.3,09:25,12:54,Miami,0
27.3,09:25,12:54,Miami,0
27.3,09:25,12:54,Miami,0
27.3,10:50,12:57,Dallas,0
27.3,10:50,12:57,Dallas,0
27.3,10:50,12:57,Dallas,0
27.3,10:50,12:57,Dallas,0
27.3,10:50,12:57,Dallas,0
27.3,11:15,12:58,Denver,0
27.3,11:15,12:58,Denver,0
27.3,11:15,12:58,Denver,0
27.3,12:00,13:25,Santa Ana,0
27.3,12:00,13:25,Santa Ana,0
27.3,12:00,13:25,Santa Ana,0
27.3,11:20,13:30,Seattle,0
27.3,11:20,13:30,Seattle,0
27.3,12:00,13:30,Palm Springs,0
27.3,12:00,13:30,Palm Springs,0
27.3,12:00,13:30,Palm Springs,0
27.3,12:00,13:30,Palm Springs,0
27.3,11:20,13:30,Seattle,0
27.3,08:45,13:45,Dubai,1
27.3,11:00,13:49,Chicago,0
27.3,11:00,13:49,Chicago,0
27.3,11:00,13:49,Chicago,0
27.3,12:10,13:50,Las Vegas,0
27.3,08:15,13:55,Doha,1
27.3,11:10,14:07,Dulles,0
27.3,11:10,14:07,Dulles,0
27.3,11:10,14:07,Dulles,0
27.3,12:50,14:10,Los Angeles,0
27.3,10:35,14:10,Frankfurt,1
27.3,10:35,14:10,Frankfurt,1
27.3,10:35,14:10,Frankfurt,1
27.3,10:35,14:10,Frankfurt,1
27.3,12:50,14:10,Los Angeles,0
27.3,12:50,14:10,Los Angeles,0
27.3,11:55,14:17,Seattle,0
27.3,11:55,14:17,Seattle,0
27.3,12:18,14:18,Denver,0
27.3,12:20,14:30,Seattle,0
27.3,12:20,14:30,Seattle,0
27.3,12:20,14:30,Seattle,0
27.3,12:15,14:34,Houston,0
27.3,12:15,14:34,Houston,0
27.3,10:45,14:45,Zurich,1
27.3,10:45,14:45,Zurich,1
27.3,22:30,14:45,Auckland,1
27.3,12:50,14:54,Dallas,0
27.3,12:50,14:54,Dallas,0
27.3,12:50,14:54,Dallas,0
27.3,12:50,14:54,Dallas,0
27.3,10:45,14:55,London,1
27.3,13:40,15:03,Santa Ana,0
27.3,13:40,15:03,Santa Ana,0
27.3,13:40,15:03,Santa Ana,0
27.3,13:40,15:03,Santa Ana,0
27.3,11:30,15:15,Paris,1
27.3,11:30,15:15,Paris,1
27.3,11:30,15:15,Paris,1
27.3,13:25,15:15,Denver,0
27.3,11:30,15:15,Paris,1
27.3,11:30,15:15,Paris,1
27.3,08:17,15:24,Reno,0
27.3,13:45,15:59,Vancouver,1
27.3,13:45,15:59,Vancouver,1
27.3,13:45,15:59,Vancouver,1
27.3,22:55,16:10,Tokyo,0
27.3,22:55,16:10,Tokyo,0
27.3,14:45,16:11,Montrose,0
27.3,13:19,16:12,Charlotte,0
27.3,15:15,16:22,Salt Lake City,0
27.3,15:15,16:22,Salt Lake City,0
27.3,15:15,16:22,Salt Lake City,0
27.3,14:15,16:25,Seattle,0
27.3,14:15,16:25,Seattle,0
27.3,14:15,16:25,Seattle,0
27.3,14:55,16:25,Los Angeles,0
27.3,14:55,16:25,Los Angeles,0
27.3,14:55,16:25,Los Angeles,0
27.3,14:55,16:25,Los Angeles,0
27.3,14:55,16:25,Los Angeles,0
27.3,14:15,16:25,Seattle,0
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,13:20,16:35,San Jose Cabo,1
27.3,13:20,16:35,San Jose Cabo,1
27.3,13:20,16:35,San Jose Cabo,1
27.3,14:55,16:40,Portland,0
27.3,20:17,16:40,Taipei,1
27.3,14:55,16:40,Portland,0
27.3,09:00,16:47,Kahului,0
27.3,13:30,16:47,San Jose Cabo,1
27.3,09:00,16:47,Kahului,0
27.3,13:30,16:47,San Jose Cabo,1
27.3,09:00,16:54,Honolulu,0
27.3,09:00,16:54,Honolulu,0
27.3,09:00,16:54,Honolulu,0
27.3,09:00,16:54,Honolulu,0
27.3,09:00,16:54,Honolulu,0
27.3,09:00,16:57,Kailua-Kona,0
27.3,15:44,16:57,Sun Valley,0
27.3,15:20,17:00,Vail,0
27.3,15:30,17:02,Everett,0
27.3,14:10,17:04,Puerto Vallarta,1
27.3,14:10,17:04,Puerto Vallarta,1
27.3,15:31,17:05,San Diego,0
27.3,15:35,17:05,Las Vegas,0
27.3,13:30,17:05,Boston,0
27.3,15:55,17:05,Santa Barbara,0
27.3,15:45,17:05,Los Angeles,0
27.3,15:45,17:05,Los Angeles,0
27.3,15:55,17:05,Santa Barbara,0
27.3,14:47,17:05,Houston,0
27.3,14:47,17:05,Houston,0
27.3,15:45,17:05,Los Angeles,0
27.3,13:30,17:05,Boston,0
27.3,15:35,17:05,Las Vegas,0
27.3,15:31,17:05,San Diego,0
27.3,15:31,17:05,San Diego,0
27.3,15:35,17:05,Las Vegas,0
27.3,15:45,17:07,Medford,0
27.3,16:05,17:07,Fresno,0
27.3,16:05,17:07,Fresno,0
27.3,15:35,17:08,Jackson,0
27.3,14:30,17:11,Chicago,0
27.3,14:30,17:11,Chicago,0
27.3,14:30,17:11,Chicago,0
27.3,14:30,17:11,Chicago,0
27.3,15:35,17:12,Palm Springs,0
27.3,15:35,17:12,Palm Springs,0
27.3,14:50,17:13,Vancouver,1
27.3,14:50,17:13,Vancouver,1
27.3,14:50,17:13,Vancouver,1
27.3,16:10,17:17,San Luis Obispo,0
27.3,16:15,17:18,Sacramento,0
27.3,16:15,17:18,Sacramento,0
27.3,15:10,17:19,Seattle,0
27.3,15:10,17:19,Seattle,0
27.3,15:10,17:19,Seattle,0
27.3,16:15,17:21,Arcata,0
27.3,16:00,17:23,Los Angeles,0
27.3,16:00,17:23,Los Angeles,0
27.3,16:00,17:23,Los Angeles,0
27.3,15:08,17:24,Seattle,0
27.3,15:08,17:24,Seattle,0
27.3,16:07,17:26,Reno,0
27.3,16:07,17:26,Reno,0
27.3,14:30,17:27,San Jose Cabo,1
27.3,16:58,17:27,Modesto,0
27.3,15:25,17:28,Phoenix,0
27.3,15:25,17:28,Phoenix,0
27.3,15:25,17:28,Phoenix,0
27.3,15:25,17:28,Phoenix,0
27.3,15:45,17:29,Portland,0
27.3,15:45,17:29,Portland,0
27.3,15:45,17:29,Portland,0
27.3,15:50,17:30,Redmond,0
27.3,15:50,17:31,Denver,0
27.3,15:50,17:31,Denver,0
27.3,15:50,17:31,Denver,0
27.3,15:58,17:34,Las Vegas,0
27.3,15:55,17:34,Hayden,0
27.3,15:58,17:34,Las Vegas,0
27.3,15:58,17:34,Las Vegas,0
27.3,15:58,17:34,Las Vegas,0
27.3,16:45,17:37,Boise,0
27.3,16:45,17:37,Boise,0
27.3,16:02,17:39,Eugene,0
27.3,16:15,17:40,San Diego,0
27.3,15:40,17:40,Austin,0
27.3,16:05,17:40,Belgrade,0
27.3,16:15,17:40,San Diego,0
27.3,15:40,17:40,Austin,0
27.3,15:40,17:40,Austin,0
27.3,16:15,17:40,San Diego,0
27.3,16:15,17:40,San Diego,0
27.3,16:12,17:41,Santa Ana,0
27.3,16:12,17:41,Santa Ana,0
27.3,17:06,17:42,San Jose,0
27.3,16:30,17:43,Salt Lake City,0
27.3,16:30,17:43,Salt Lake City,0
27.3,14:40,17:44,Newark,0
27.3,14:40,17:44,Newark,0
27.3,14:40,17:44,Newark,0
27.3,15:20,17:45,Tucson,0
27.3,15:20,17:45,Tucson,0
27.3,16:00,17:49,Albuquerque,0
27.3,16:00,17:49,Albuquerque,0
27.3,16:20,17:50,Aspen,0
27.3,17:06,17:58,Fort Worth,0
27.3,15:00,18:00,Delhi,1
27.3,16:04,18:01,Dallas,0
27.3,16:04,18:01,Dallas,0
27.3,16:04,18:01,Dallas,0
27.3,15:55,18:06,Minneapolis,0
27.3,16:05,18:11,Spokane,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,15:50,18:19,Atlanta,0
27.3,15:50,18:19,Atlanta,0
27.3,15:50,18:19,Atlanta,0
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,13:15,16:30,Frankfurt,1
27.3,15:30,17:02,Everett,0
27.3,14:30,17:27,San Jose Cabo,1
27.3,17:06,17:58,Fort Worth,0
27.3,15:00,18:00,Delhi,1
27.3,16:04,18:01,Dallas,0
27.3,16:04,18:01,Dallas,0
27.3,16:04,18:01,Dallas,0
27.3,15:55,18:06,Minneapolis,0
27.3,16:05,18:11,Spokane,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,16:05,18:15,Seattle,0
27.3,15:50,18:19,Atlanta,0
27.3,15:50,18:19,Atlanta,0
27.3,15:50,18:19,Atlanta,0
27.3,18:40,18:20,Singapore,1
27.3,17:45,18:30,Salt Lake City,0
27.3,16:53,18:39,Las Vegas,0
27.3,16:45,18:50,Phoenix,0
27.3,17:15,18:50,San Diego,0
27.3,16:45,18:51,Dallas,0
27.3,16:45,18:51,Dallas,0
27.3,17:15,18:53,Redmond,0
27.3,16:50,18:55,Phoenix,0
27.3,17:14,18:56,San Jose,0
27.3,16:45,19:03,Detroit,0
27.3,16:45,19:03,Detroit,0
27.3,17:45,19:10,Los Angeles,0
27.3,14:55,19:14,Cancun,1
27.3,16:55,19:15,Houston,0
27.3,17:50,19:15,San Diego,0
27.3,17:50,19:15,San Diego,0
27.3,17:50,19:15,San Diego,0
27.3,16:55,19:15,Houston,0
27.3,17:15,19:15,Dallas,0
27.3,17:15,19:15,Dallas,0
27.3,17:15,19:15,Dallas,0
27.3,17:55,19:27,Palm Springs,0
27.3,17:55,19:27,Palm Springs,0
27.3,17:55,19:27,Palm Springs,0
27.3,18:00,19:29,Los Angeles,0
27.3,18:00,19:29,Los Angeles,0
27.3,18:00,19:29,Los Angeles,0
27.3,18:00,19:29,Los Angeles,0
27.3,17:45,19:30,Portland,0
27.3,17:45,19:30,Portland,0
27.3,17:45,19:30,Portland,0
27.3,22:20,19:30,Manila,1
27.3,18:45,19:42,Arcata,0
27.3,23:40,19:45,Taipei,1
27.3,18:30,19:50,Los Angeles,0
27.3,18:30,19:50,Los Angeles,0
27.3,23:30,19:52,Taipei,1
27.3,17:39,19:59,Phoenix,0
27.3,12:00,20:00,Kahului,0
27.3,18:00,20:12,Seattle,0
27.3,18:00,20:12,Seattle,0
27.3,18:00,20:12,Seattle,0
27.3,16:35,20:35,Cancun,1
27.3,19:20,20:43,Los Angeles,0
27.3,19:20,20:43,Los Angeles,0
27.3,19:20,20:43,Los Angeles,0
27.3,19:20,20:43,Los Angeles,0
27.3,20:00,20:44,Truckee,0
27.3,12:45,20:46,Kailua-Kona,0
27.3,12:45,20:46,Kailua-Kona,0
27.3,12:50,20:47,Kahului,0
27.3,12:50,20:47,Kahului,0
27.3,17:50,20:47,Dulles,0
27.3,17:50,20:47,Dulles,0
27.3,17:50,20:47,Dulles,0
27.3,19:30,20:53,Santa Ana,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,16:59,20:57,New York,0
27.3,02:40,21:00,Seoul,1
27.3,18:20,21:13,Charlotte,0
27.3,18:30,21:15,Chicago,0
27.3,18:30,21:15,Chicago,0
27.3,19:15,21:18,Dallas,0
27.3,19:15,21:18,Dallas,0
27.3,19:15,21:18,Dallas,0
27.3,19:15,21:18,Dallas,0
27.3,19:15,21:18,Dallas,0
27.3,13:11,21:19,Honolulu,0
27.3,13:11,21:19,Honolulu,0
27.3,18:15,21:19,Newark,0
27.3,18:15,21:19,Newark,0
27.3,18:15,21:19,Newark,0
27.3,13:11,21:19,Honolulu,0
27.3,18:50,21:20,Atlanta,0
27.3,18:50,21:20,Atlanta,0
27.3,18:50,21:20,Atlanta,0
27.3,18:50,21:20,Atlanta,0
27.3,19:55,21:20,San Diego,0
27.3,18:50,21:20,Atlanta,0
27.3,19:45,21:33,Denver,0
27.3,19:45,21:33,Denver,0
27.3,19:45,21:33,Denver,0
27.3,19:45,21:33,Denver,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,17:55,21:37,New York,0
27.3,20:05,21:40,Las Vegas,0
27.3,19:55,21:40,Portland,0
27.3,19:40,21:45,Houston,0
27.3,19:40,21:45,Houston,0
27.3,19:40,21:45,Houston,0
27.3,18:55,21:45,Chicago,0
27.3,18:00,21:49,New York,0
27.3,18:00,21:49,New York,0
27.3,18:00,21:49,New York,0
27.3,18:00,21:49,New York,0
27.3,18:00,21:49,New York,0
27.3,18:00,21:49,New York,0
27.3,19:40,21:52,Seattle,0
27.3,20:25,21:58,Las Vegas,0
27.3,19:35,22:00,Chicago,0
27.3,20:40,22:00,Los Angeles,0
27.3,20:40,22:00,Los Angeles,0
27.3,19:35,22:00,Chicago,0
27.3,19:35,22:00,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,19:10,22:05,Chicago,0
27.3,00:50,22:10,Hong Kong,1
27.3,14:15,22:20,Honolulu,0
27.3,14:15,22:20,Honolulu,0
27.3,14:15,22:20,Honolulu,0
27.3,18:55,22:25,Fort Lauderdale,0
27.3,20:50,22:25,San Diego,0
27.3,18:55,22:25,Fort Lauderdale,0
27.3,14:35,22:31,Kahului,0
27.3,14:35,22:31,Kahului,0
27.3,19:21,22:33,Orlando,0
27.3,19:21,22:33,Orlando,0
27.3,18:45,22:35,New York,0
27.3,18:45,22:35,New York,0
27.3,20:50,22:40,Denver,0
27.3,21:10,22:43,Los Angeles,0
27.3,21:10,22:43,Los Angeles,0
27.3,21:10,22:43,Los Angeles,0
27.3,21:10,22:43,Los Angeles,0
27.3,21:10,22:43,Los Angeles,0
27.3,20:45,22:55,Phoenix,0
27.3,19:50,22:56,Orlando,0
27.3,19:50,22:56,Orlando,0
27.3,19:50,22:56,Orlando,0
